hash,s_num,rarity,bg,body,misc,hand
,,,,,,
-6730869017331188252,CryptoStykz #529,1.6,"('imgs\\background\\.1\\building0.png', 0.1)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\xpswords600 qbert.png', 0.3)"
,,,,,,
7055570692410912780,CryptoStykz #530,1.75,"('imgs\\background\\.3\\11.png', 0.3)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\basicglock_red.png', 0.4)"
,,,,,,
-4333179127420159973,CryptoStykz #531,1.305,"('imgs\\background\\.6\\cityscape2-jon3.png', 0.6)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.005\\DD blimp.png', 0.005)","('imgs\\weapons\\.4\\m14 socom.png', 0.4)"
,,,,,,
1544260750824395032,CryptoStykz #532,2,"('imgs\\background\\.3\\V2 collection - Back Scene 21.png', 0.3)","('imgs\\Stick Bodies\\.5\\Baha man.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun bark.png', 0.3)"
,,,,,,
2479796078089460908,CryptoStykz #533,2.07,"('imgs\\background\\.6\\3droom21.png', 0.6)","('imgs\\Stick Bodies\\.5\\Darkbert.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\rocket launcher2 green.png', 0.07)"
,,,,,,
7449312493238584366,CryptoStykz #534,1.65,"('imgs\\background\\.3\\13.png', 0.3)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\Bert pistol hippie.png', 0.3)"
,,,,,,
-4883885259364866466,CryptoStykz #535,1.55,"('imgs\\background\\.3\\16.png', 0.3)","('imgs\\Stick Bodies\\.05\\horse and cowboy.png', 0.05)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\imi negev stoner.png', 0.3)"
,,,,,,
848014798455685850,CryptoStykz #536,1.8,"('imgs\\background\\.6\\basic village section 20.png', 0.6)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real sword 2 lightning.png', 0.15)"
,,,,,,
7722826963596812815,CryptoStykz #537,1.9,"('imgs\\background\\.3\\stairs4.png', 0.3)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\fn scar hippie.png', 0.4)"
,,,,,,
-7874957533987595664,CryptoStykz #538,2.15,"('imgs\\background\\.6\\bridge1.png', 0.6)","('imgs\\Stick Bodies\\.5\\futurewarrior.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\handgun lightning.png', 0.15)"
,,,,,,
-1753765964369461998,CryptoStykz #539,2.15,"('imgs\\background\\.6\\V2 collection - Back Scene4.png', 0.6)","('imgs\\Stick Bodies\\.5\\SSstk5shi.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real gun2 lightning.png', 0.15)"
,,,,,,
-1737011012387631046,CryptoStykz #540,2.15,"('imgs\\background\\.6\\outer space5.png', 0.6)","('imgs\\Stick Bodies\\.5\\army dude.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\portalgun parque.png', 0.15)"
,,,,,,
-4860868214654729550,CryptoStykz #541,2.4,"('imgs\\background\\.6\\V2 collection - Back Scene7.png', 0.6)","('imgs\\Stick Bodies\\.5\\wu10.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\ninja sword blue.png', 0.4)"
,,,,,,
2095446161912115741,CryptoStykz #542,1.55,"('imgs\\background\\.1\\stairs cracks.png', 0.1)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\nsas wood1.png', 0.4)"
,,,,,,
-5606490054623910453,CryptoStykz #543,2.1,"('imgs\\background\\.3\\stairs6.png', 0.3)","('imgs\\Stick Bodies\\.5\\bioshock.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\g33 marble.png', 0.4)"
,,,,,,
-6667264750738016173,CryptoStykz #544,2.15,"('imgs\\background\\.6\\outer space9.png', 0.6)","('imgs\\Stick Bodies\\.5\\Wuerte.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\rocket launcher2 lightning.png', 0.15)"
,,,,,,
-7225631827367145410,CryptoStykz #545,1.285,"('imgs\\background\\.3\\battle stadium1.png', 0.3)","('imgs\\Stick Bodies\\.5\\bioshock.png', 0.5)","('imgs\\Misc\\.085\\jinja sig.png', 0.085)","('imgs\\weapons\\.4\\valmet m76.png', 0.4)"
,,,,,,
14470707448848654,CryptoStykz #546,2.2,"('imgs\\background\\.6\\buildings0.png', 0.6)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\mac10 leather.png', 0.4)"
,,,,,,
-4690596030742418731,CryptoStykz #547,1.85,"('imgs\\background\\.6\\3d room 0.png', 0.6)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\cannon_bolt red stones.png', 0.05)"
,,,,,,
-2842481682815549842,CryptoStykz #548,2.2,"('imgs\\background\\.6\\building2.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\basicglock hippie.png', 0.4)"
,,,,,,
-1639106866784600442,CryptoStykz #549,2.05,"('imgs\\background\\.6\\3droom23.png', 0.6)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\Ninja Naginata blue web.png', 0.4)"
,,,,,,
4116073448858382249,CryptoStykz #550,2.2,"('imgs\\background\\.6\\buildings4.png', 0.6)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\gun3.png', 0.4)"
,,,,,,
-6505937225296770089,CryptoStykz #551,1.77,"('imgs\\background\\.3\\9.png', 0.3)","('imgs\\Stick Bodies\\.5\\wu_clone.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\deagle firing rocks.png', 0.07)"
,,,,,,
7034491495868290806,CryptoStykz #552,2.07,"('imgs\\background\\.6\\reality crack3.png', 0.6)","('imgs\\Stick Bodies\\.5\\Ob6.1.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\silenced_sniper stone.png', 0.07)"
,,,,,,
-4565232297539218089,CryptoStykz #553,1.3,"('imgs\\background\\.1\\3d room.png', 0.1)","('imgs\\Stick Bodies\\.15\\horse.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real sword 2 wood3.png', 0.15)"
,,,,,,
4312692608104104333,CryptoStykz #554,1.8,"('imgs\\background\\.3\\stairs3.png', 0.3)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\sr25.png', 0.3)"
,,,,,,
1234884197371441727,CryptoStykz #555,2.4,"('imgs\\background\\.6\\buildings4.png', 0.6)","('imgs\\Stick Bodies\\.5\\animedude.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\steyr aug police sky.png', 0.4)"
,,,,,,
-1089244578771282332,CryptoStykz #556,1.95,"('imgs\\background\\.6\\3d room 4.png', 0.6)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\portalgun parque.png', 0.15)"
,,,,,,
-3767826067710347540,CryptoStykz #557,1.95,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder0.png', 0.6)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\samuraiswords19.png', 0.3)"
,,,,,,
-2124094342514456897,CryptoStykz #558,2.3,"('imgs\\background\\.6\\mountains_Bolt0.png', 0.6)","('imgs\\Stick Bodies\\.5\\Ninjaguylpz.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\real gun2 qbert.png', 0.3)"
,,,,,,
5050804731587400101,CryptoStykz #559,1.83,"('imgs\\background\\.6\\bridge1.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.03\\real sword 2 caution.png', 0.03)"
,,,,,,
-4733056223551041567,CryptoStykz #560,1.385,"('imgs\\background\\.6\\outer space2.png', 0.6)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.085\\elemental entertainment sig.png', 0.085)","('imgs\\weapons\\.4\\striker protecta bark.png', 0.4)"
,,,,,,
4321294309894733724,CryptoStykz #561,0.835,"('imgs\\background\\.3\\stairs6.png', 0.3)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.085\\biology sig.png', 0.085)","('imgs\\weapons\\.15\\basicglock glitch colored.png', 0.15)"
,,,,,,
7165887259443913306,CryptoStykz #562,2.4,"('imgs\\background\\.6\\3droom3.png', 0.6)","('imgs\\Stick Bodies\\.5\\trooper.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\Ninja Naginata amethyst.png', 0.4)"
,,,,,,
-5403363657704298276,CryptoStykz #563,1.75,"('imgs\\background\\.3\\roof0.png', 0.3)","('imgs\\Stick Bodies\\.15\\elephant.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\gun3 bricks.png', 0.4)"
,,,,,,
-6721834213636245109,CryptoStykz #564,1.85,"('imgs\\background\\.6\\reality crack3.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\sniper rifle wood3.png', 0.05)"
,,,,,,
9119506247477582329,CryptoStykz #565,2.1,"('imgs\\background\\.6\\3d room 6.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\saiga12k burlwood.png', 0.3)"
,,,,,,
993398840408739783,CryptoStykz #566,2.1,"('imgs\\background\\.6\\basic village section 21.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\Bert pistol.png', 0.3)"
,,,,,,
4962581199375451307,CryptoStykz #567,2.4,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder7.png', 0.6)","('imgs\\Stick Bodies\\.5\\Joe.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\pistol 3d green.png', 0.4)"
,,,,,,
-7922672454499340599,CryptoStykz #568,1.42,"('imgs\\background\\.3\\ghost town5.png', 0.3)","('imgs\\Stick Bodies\\.15\\Xenomorph_Creature.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\silenced_sniper leopard.png', 0.07)"
,,,,,,
-6575277440402385111,CryptoStykz #569,2.05,"('imgs\\background\\.6\\mountains_Bolt1.png', 0.6)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\H&K AMRa MKII.png', 0.4)"
,,,,,,
2823027383361867983,CryptoStykz #570,2.3,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder7.png', 0.6)","('imgs\\Stick Bodies\\.5\\headchopper.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun sky.png', 0.3)"
,,,,,,
-8929796344471004924,CryptoStykz #571,2.2,"('imgs\\background\\.6\\cityscape2-jon4.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\g36 k hippie.png', 0.4)"
,,,,,,
-6435157243229005949,CryptoStykz #572,1.65,"('imgs\\background\\.3\\bench area by jon5.png', 0.3)","('imgs\\Stick Bodies\\.15\\elephant.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\revolver.png', 0.3)"
,,,,,,
-8651762655522278328,CryptoStykz #573,1.95,"('imgs\\background\\.6\\buildings4.png', 0.6)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\gun3 qbert.png', 0.3)"
,,,,,,
-2970995309790125252,CryptoStykz #574,2.3,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder3.png', 0.6)","('imgs\\Stick Bodies\\.5\\splinter cell.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun java.png', 0.3)"
,,,,,,
-2056593212638826054,CryptoStykz #575,2.4,"('imgs\\background\\.6\\building4.png', 0.6)","('imgs\\Stick Bodies\\.5\\Ob8.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\fn scar blue grid.png', 0.4)"
,,,,,,
2721063161995535683,CryptoStykz #576,1.65,"('imgs\\background\\.3\\3.png', 0.3)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\beretta 92fs elite lightning.png', 0.15)"
,,,,,,
3807439186967447726,CryptoStykz #577,1.385,"('imgs\\background\\.6\\3droom3.png', 0.6)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.085\\dc sig.png', 0.085)","('imgs\\weapons\\.4\\ak102 pine.png', 0.4)"
,,,,,,
-8442649364136631341,CryptoStykz #578,0.785,"('imgs\\background\\.6\\buildings4.png', 0.6)","('imgs\\Stick Bodies\\.05\\horse and cowboy.png', 0.05)","('imgs\\Misc\\.085\\trgg sig.png', 0.085)","('imgs\\weapons\\.05\\ak47 stripes2.png', 0.05)"
,,,,,,
6354648548031780549,CryptoStykz #579,1.9,"('imgs\\background\\.3\\roof4.png', 0.3)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\g36 k.png', 0.4)"
,,,,,,
-3473957214253405103,CryptoStykz #580,2.3,"('imgs\\background\\.6\\basic village section 22.png', 0.6)","('imgs\\Stick Bodies\\.5\\trooper.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\fn2000 qbert.png', 0.3)"
,,,,,,
-9020765362118006609,CryptoStykz #581,1.45,"('imgs\\background\\.1\\bench area by jon6.png', 0.1)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real gun parque.png', 0.15)"
,,,,,,
5614121956202734115,CryptoStykz #582,2.2,"('imgs\\background\\.6\\basic village section 21.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\sig sp2022.png', 0.4)"
,,,,,,
-2252046760548167916,CryptoStykz #583,1.95,"('imgs\\background\\.6\\mountains_Bolt1.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real sword stone.png', 0.15)"
,,,,,,
1338687620896697344,CryptoStykz #584,1.31,"('imgs\\background\\.6\\V2 collection - Back Scene6.png', 0.6)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.01\\pistol sig v3.png', 0.01)","('imgs\\weapons\\.4\\basicglock blue.png', 0.4)"
,,,,,,
-2882551599197398585,CryptoStykz #585,2.4,"('imgs\\background\\.6\\reality crack3.png', 0.6)","('imgs\\Stick Bodies\\.5\\wu_clone.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\m4carbine m203 cracks.png', 0.4)"
,,,,,,
1843137130747516969,CryptoStykz #586,2.07,"('imgs\\background\\.6\\V2 collection - Back Scene6.png', 0.6)","('imgs\\Stick Bodies\\.5\\Wu11.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\silenced_sniper rocks.png', 0.07)"
,,,,,,
-9024928821167725243,CryptoStykz #587,1.9,"('imgs\\background\\.3\\dead zone3.png', 0.3)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\ninja_star red cubes.png', 0.4)"
,,,,,,
-9167453368182351485,CryptoStykz #588,1.8,"('imgs\\background\\.3\\battle stadium0.png', 0.3)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\chaingun_red.png', 0.3)"
,,,,,,
-8005649602339102800,CryptoStykz #589,1.8,"('imgs\\background\\.3\\dead zone2.png', 0.3)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\V2 collection - Double sided glaive stars.png', 0.3)"
,,,,,,
3225187159309979696,CryptoStykz #590,1.62,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder6.png', 0.6)","('imgs\\Stick Bodies\\.05\\sprites_pete.png', 0.05)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\cz75automatic firing.png', 0.07)"
,,,,,,
5082575313314752779,CryptoStykz #591,1.485,"('imgs\\background\\.6\\cityscape2-jon3.png', 0.6)","('imgs\\Stick Bodies\\.5\\animedude.png', 0.5)","('imgs\\Misc\\.085\\LD sig.png', 0.085)","('imgs\\weapons\\.3\\mp5 glitch.png', 0.3)"
,,,,,,
-4711872974848748886,CryptoStykz #592,2.4,"('imgs\\background\\.6\\basic village section 25.png', 0.6)","('imgs\\Stick Bodies\\.5\\Berten.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\V2 collection - Double sided glaive red cubes.png', 0.4)"
,,,,,,
-7696370499406897363,CryptoStykz #593,1.75,"('imgs\\background\\.3\\5.png', 0.3)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\lr300 marble3.png', 0.4)"
,,,,,,
4232048755379395709,CryptoStykz #594,2,"('imgs\\background\\.3\\dead zone1.png', 0.3)","('imgs\\Stick Bodies\\.5\\animedude.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\Bert pistol glitch.png', 0.3)"
,,,,,,
5890813652453636176,CryptoStykz #595,1.9,"('imgs\\background\\.3\\roof1.png', 0.3)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\fn scar gl electric blue.png', 0.4)"
,,,,,,
5204432955272887887,CryptoStykz #596,1.335,"('imgs\\background\\.6\\V2 collection - Back Scene6.png', 0.6)","('imgs\\Stick Bodies\\.5\\bioshock.png', 0.5)","('imgs\\Misc\\.085\\jinja sig.png', 0.085)","('imgs\\weapons\\.15\\m4a1_custom lightning.png', 0.15)"
,,,,,,
766606738449205246,CryptoStykz #597,2.1,"('imgs\\background\\.3\\dead zone2.png', 0.3)","('imgs\\Stick Bodies\\.5\\Joe.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\imi tavor tar21 fibers.png', 0.4)"
,,,,,,
-7848702274685233110,CryptoStykz #598,2.3,"('imgs\\background\\.6\\3d room 2.png', 0.6)","('imgs\\Stick Bodies\\.5\\army dude.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\portalgun qbert.png', 0.3)"
,,,,,,
-8968903018522354114,CryptoStykz #599,2.3,"('imgs\\background\\.6\\3droom25.png', 0.6)","('imgs\\Stick Bodies\\.5\\trooper.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\SA sniper rifle qbert.png', 0.3)"
,,,,,,
-74170478960503445,CryptoStykz #600,2.1,"('imgs\\background\\.3\\bench area by jon1.png', 0.3)","('imgs\\Stick Bodies\\.5\\ob9.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\g33.png', 0.4)"
,,,,,,
-1282671649240547371,CryptoStykz #601,1.2,"('imgs\\background\\.1\\Chinahouse.png', 0.1)","('imgs\\Stick Bodies\\.05\\b0x0r.png', 0.05)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real gun pine.png', 0.15)"
,,,,,,
3358605926728101155,CryptoStykz #602,2.3,"('imgs\\background\\.6\\cityscape2-jon4.png', 0.6)","('imgs\\Stick Bodies\\.5\\Aegis base1.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\Bert pistol hippie.png', 0.3)"
,,,,,,
5442044751977846147,CryptoStykz #603,2.15,"('imgs\\background\\.6\\stairs cracks4.png', 0.6)","('imgs\\Stick Bodies\\.5\\archer man.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real gun fibers.png', 0.15)"
,,,,,,
8398720060741837495,CryptoStykz #604,1.9,"('imgs\\background\\.3\\8.png', 0.3)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\mp5sd6 modded craters.png', 0.4)"
,,,,,,
4628690211503465774,CryptoStykz #605,1.95,"('imgs\\background\\.6\\stairs cracks11.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real gun2 glitch colored.png', 0.15)"
,,,,,,
-6803900125906659446,CryptoStykz #606,2.3,"('imgs\\background\\.6\\outer space5.png', 0.6)","('imgs\\Stick Bodies\\.5\\Aegis base1.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun wood.png', 0.3)"
,,,,,,
-6186091721863625923,CryptoStykz #607,2.4,"('imgs\\background\\.6\\bridge4.png', 0.6)","('imgs\\Stick Bodies\\.5\\base robo.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\beretta cx4 carbine blue web.png', 0.4)"
,,,,,,
7149786604204594181,CryptoStykz #608,2,"('imgs\\background\\.3\\V2 collection - Back Scene 27.png', 0.3)","('imgs\\Stick Bodies\\.5\\isera.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun bark.png', 0.3)"
,,,,,,
3115098271598482422,CryptoStykz #609,2.3,"('imgs\\background\\.6\\stairs cracks6.png', 0.6)","('imgs\\Stick Bodies\\.5\\Stickslaughter_stkrr4s.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\m4carbine m203 glitch.png', 0.3)"
,,,,,,
7206536968349632010,CryptoStykz #610,1.8,"('imgs\\background\\.3\\battle stadium3.png', 0.3)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\sar21 amethyst.png', 0.3)"
,,,,,,
-5164662738029646280,CryptoStykz #611,2.4,"('imgs\\background\\.6\\basic village section 21.png', 0.6)","('imgs\\Stick Bodies\\.5\\Wuerte.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\lasergun blue.png', 0.4)"
,,,,,,
-3147308886391726275,CryptoStykz #612,2.15,"('imgs\\background\\.6\\reality crack0.png', 0.6)","('imgs\\Stick Bodies\\.5\\Aegis base1.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real sword pine.png', 0.15)"
,,,,,,
-6692614670692525675,CryptoStykz #613,1.65,"('imgs\\background\\.1\\Chinahouse.png', 0.1)","('imgs\\Stick Bodies\\.5\\OmegaBert4.1.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\axe_2side lightning.png', 0.15)"
,,,,,,
-5855635268936300807,CryptoStykz #614,2.2,"('imgs\\background\\.6\\mountains_Bolt3.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\hatori hanzo sword granite.png', 0.4)"
,,,,,,
7880967287752932474,CryptoStykz #615,1.95,"('imgs\\background\\.6\\cityscape2-jon6.png', 0.6)","('imgs\\Stick Bodies\\.05\\pivot2defaultstk.png', 0.05)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\imi tavor tar21 fibers.png', 0.4)"
,,,,,,
252289519308527000,CryptoStykz #616,1.77,"('imgs\\background\\.3\\stairs0.png', 0.3)","('imgs\\Stick Bodies\\.5\\crono real guy.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\sig550 moon.png', 0.07)"
,,,,,,
1394785721394022705,CryptoStykz #617,2.4,"('imgs\\background\\.6\\stairs cracks2.png', 0.6)","('imgs\\Stick Bodies\\.5\\rat.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\deagle leather.png', 0.4)"
,,,,,,
622826726018729377,CryptoStykz #618,2.07,"('imgs\\background\\.6\\buildings6.png', 0.6)","('imgs\\Stick Bodies\\.5\\Wu11.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\amt automag II firing.png', 0.07)"
,,,,,,
9026542364873467511,CryptoStykz #619,2.2,"('imgs\\background\\.6\\outer space0.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\fn2000 hippie.png', 0.4)"
,,,,,,
5115087593493509822,CryptoStykz #620,1.75,"('imgs\\background\\.3\\13.png', 0.3)","('imgs\\Stick Bodies\\.15\\Xenomorph_Creature.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\ninja sword 3d green.png', 0.4)"
,,,,,,
